FREQ,CURRENCY,CURRENCY_DENOM,EXR_TYPE,EXR_SUFFIX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_COM,COLLECTION,DECIMALS,TITLE,UNIT,UNIT_MULT
M,CHF,EUR,SP00,A,2020-03,1.059113636363637,A,Improved precision,A,4,Swiss franc/Euro,CHF,0
